Strategy,Annual Return,Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Total Return,Winner
Portfolio B (High-Growth 14.6%),14.62%,10.90%,1.16,1.48,15.53%,0.94,56.4%,552.90%,YES
